"","Date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","Referee","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","B365H","B365D","B365A","B365.2.5","B365.2.5.1"
"158","08/12/2019","14:00","Norwich","Sheffield United",1,2,"A",1,0,"H","S Hooper",14,9,4,3,6,12,9,1,0,4,0,0,2.9,3.5,2.37,1.8,2
"159","08/12/2019","16:30","Brighton","Wolves",2,2,"D",2,2,"D","J Moss",13,13,4,5,10,7,3,4,3,0,0,0,2.62,3.1,2.87,2.3,1.61
"160","09/12/2019","20:00","West Ham","Arsenal",1,3,"A",1,0,"H","M Dean",11,10,4,3,12,6,4,3,2,0,0,0,3.3,4,2,1.44,2.75
"161","14/12/2019","12:30","Liverpool","Watford",2,0,"H",1,0,"H","A Marriner",16,8,6,2,8,6,6,3,2,1,0,0,1.16,7.5,17,1.4,3
"162","14/12/2019","15:00","Burnley","Newcastle",1,0,"H",0,0,"D","T Robinson",7,9,4,0,15,12,4,3,0,2,0,0,1.95,3.4,4,2.1,1.72
"163","14/12/2019","15:00","Chelsea","Bournemouth",0,1,"A",0,0,"D","G Scott",18,11,5,2,9,14,9,4,1,2,0,0,1.25,6,12,1.4,3
"164","14/12/2019","15:00","Leicester","Norwich",1,1,"D",1,1,"D","A Madley",18,10,5,3,11,15,12,4,0,4,0,0,1.22,6.5,13,1.44,2.75
"165","14/12/2019","15:00","Sheffield United","Aston Villa",2,0,"H",0,0,"D","P Bankes",7,8,3,0,10,9,3,2,2,2,0,0,1.85,3.75,4.2,1.8,2
"166","14/12/2019","17:30","Southampton","West Ham",0,1,"A",0,1,"A","M Atkinson",11,11,2,4,9,14,5,8,1,3,0,0,1.9,3.8,3.8,1.61,2.3
"167","15/12/2019","14:00","Man United","Everton",1,1,"D",0,1,"A","M Oliver",24,8,8,3,10,12,6,5,1,2,0,0,1.8,3.7,4.5,1.8,2
"168","15/12/2019","14:00","Wolves","Tottenham",1,2,"A",0,1,"A","S Attwell",18,9,5,5,14,10,11,2,4,4,0,0,3.25,3.4,2.25,1.9,1.9
"169","15/12/2019","16:30","Arsenal","Man City",0,3,"A",0,3,"A","P Tierney",6,14,1,7,9,24,3,3,1,4,0,0,6,5.25,1.44,1.33,3.4
"170","16/12/2019","19:45","Crystal Palace","Brighton",1,1,"D",0,0,"D","C Pawson",11,15,4,10,7,12,3,7,1,1,0,0,2.55,3.25,2.87,2.2,1.66
"171","21/12/2019","12:30","Everton","Arsenal",0,0,"D",0,0,"D","K Friend",9,6,0,2,10,11,5,4,2,3,0,0,2.3,3.8,2.87,1.57,2.37
"172","21/12/2019","15:00","Aston Villa","Southampton",1,3,"A",0,2,"A","C Pawson",19,17,6,8,16,15,7,5,2,1,0,0,2.4,3.6,2.8,1.61,2.3
"173","21/12/2019","15:00","Bournemouth","Burnley",0,1,"A",0,0,"D","M Atkinson",3,2,0,1,13,21,4,5,2,4,0,0,2.4,3.4,2.9,1.9,1.9
"174","21/12/2019","15:00","Brighton","Sheffield United",0,1,"A",0,1,"A","R Jones",9,7,2,2,6,11,4,3,1,3,0,0,2.2,3.25,3.5,2.1,1.72
"175","21/12/2019","15:00","Newcastle","Crystal Palace",1,0,"H",0,0,"D","S Hooper",8,16,3,4,12,11,4,5,2,0,0,0,2.37,3.1,3.25,2.5,1.53
"176","21/12/2019","15:00","Norwich","Wolves",1,2,"A",1,0,"H","P Bankes",13,14,7,4,7,14,3,11,2,4,0,0,3.75,3.8,1.9,1.8,2
"177","21/12/2019","17:30","Man City","Leicester",3,1,"H",2,1,"H","M Dean",23,5,12,2,14,9,6,1,2,2,0,0,1.36,5.25,7.5,1.4,3
"178","22/12/2019","14:00","Watford","Man United",2,0,"H",0,0,"D","L Mason",11,17,3,8,16,11,3,5,3,1,0,0,4.33,4,1.75,1.9,1.9
"179","22/12/2019","16:30","Tottenham","Chelsea",0,2,"A",0,2,"A","A Taylor",5,13,1,3,9,11,3,5,4,3,1,0,2.37,3.75,2.75,1.57,2.37
"180","26/12/2019","12:30","Tottenham","Brighton",2,1,"H",0,1,"A","G Scott",11,11,5,5,10,9,9,2,4,2,0,0,1.53,4.33,6,1.61,2.3
"181","26/12/2019","15:00","Aston Villa","Norwich",1,0,"H",0,0,"D","C Kavanagh",11,16,2,6,15,12,5,8,2,3,0,0,2.1,3.75,3.3,1.53,2.5
"182","26/12/2019","15:00","Bournemouth","Arsenal",1,1,"D",1,0,"H","S Attwell",12,17,4,2,5,13,8,3,4,4,0,0,3.5,3.9,1.95,1.57,2.37
"183","26/12/2019","15:00","Chelsea","Southampton",0,2,"A",0,1,"A","J Moss",10,5,3,3,10,9,8,1,3,2,0,0,1.33,5.25,9,1.5,2.62
"184","26/12/2019","15:00","Crystal Palace","West Ham",2,1,"H",0,0,"D","A Marriner",13,10,4,2,5,10,7,6,0,2,0,0,2.3,3.4,3.1,1.9,1.9
"185","26/12/2019","15:00","Everton","Burnley",1,0,"H",0,0,"D","A Taylor",21,6,5,0,15,14,10,2,0,0,0,0,1.7,3.75,5,1.9,1.9
"186","26/12/2019","15:00","Sheffield United","Watford",1,1,"D",1,1,"D","D Coote",16,5,4,2,11,8,9,1,1,3,0,0,1.83,3.6,4.33,2.1,1.72
"187","26/12/2019","17:30","Man United","Newcastle",4,1,"H",3,1,"H","K Friend",22,7,10,2,10,7,5,0,2,2,0,0,1.33,5.25,9,1.72,2.1
"188","26/12/2019","20:00","Leicester","Liverpool",0,4,"A",0,1,"A","M Oliver",3,15,0,6,5,7,2,8,1,1,0,0,3.4,3.75,2.05,1.66,2.2
"189","27/12/2019","19:45","Wolves","Man City",3,2,"H",0,1,"A","M Atkinson",20,7,8,3,7,13,3,1,0,1,0,1,8.5,5,1.36,1.57,2.37
"190","28/12/2019","12:30","Brighton","Bournemouth",2,0,"H",1,0,"H","P Tierney",16,10,6,2,8,11,9,2,0,2,0,0,1.75,3.9,4.33,1.9,1.9
"191","28/12/2019","15:00","Newcastle","Everton",1,2,"A",0,1,"A","L Mason",20,22,5,9,13,13,5,8,2,2,0,0,3.6,3.4,2.05,2.1,1.72
"192","28/12/2019","15:00","Southampton","Crystal Palace",1,1,"D",0,0,"D","A Madley",14,5,5,2,13,7,12,4,1,2,0,0,1.95,3.6,3.8,2,1.8
"193","28/12/2019","15:00","Watford","Aston Villa",3,0,"H",1,0,"H","S Hooper",20,11,6,2,16,9,6,3,3,1,1,0,1.95,3.8,3.6,1.72,2.1
"194","28/12/2019","17:30","Norwich","Tottenham",2,2,"D",1,0,"H","K Friend",5,15,2,7,12,10,4,6,3,3,0,0,5,4,1.66,1.57,2.37
"195","28/12/2019","17:30","West Ham","Leicester",1,2,"A",1,1,"D","D Coote",14,13,4,8,16,4,5,5,4,1,0,0,4,3.9,1.83,1.61,2.3
"196","28/12/2019","19:45","Burnley","Man United",0,2,"A",0,1,"A","M Dean",8,14,1,5,17,10,5,4,4,3,0,0,4.33,3.75,1.8,1.9,1.9
"197","29/12/2019","14:00","Arsenal","Chelsea",1,2,"A",1,0,"H","C Pawson",7,13,2,4,13,19,2,3,5,4,0,0,2.87,3.75,2.3,1.53,2.5
"198","29/12/2019","16:30","Liverpool","Wolves",1,0,"H",1,0,"H","A Taylor",10,10,3,2,7,3,5,6,1,0,0,0,1.25,5.75,12,1.57,2.37
"199","29/12/2019","18:00","Man City","Sheffield United",2,0,"H",0,0,"D","C Kavanagh",16,8,4,0,5,6,8,5,1,1,0,0,1.16,7.5,16,1.4,3
"200","01/01/2020","12:30","Brighton","Chelsea",1,1,"D",0,1,"A","S Attwell",16,16,5,5,8,15,5,3,2,3,0,0,3.6,3.6,1.95,1.72,2.1
"201","01/01/2020","12:30","Burnley","Aston Villa",1,2,"A",0,2,"A","M Oliver",20,11,1,6,12,10,8,4,1,1,0,0,1.75,3.8,4.33,1.9,1.9
"202","01/01/2020","15:00","Newcastle","Leicester",0,3,"A",0,2,"A","M Atkinson",5,17,2,10,8,12,4,5,1,1,0,0,5,3.8,1.66,1.9,1.9
"203","01/01/2020","15:00","Southampton","Tottenham",1,0,"H",1,0,"H","M Dean",12,11,3,5,21,8,6,9,3,4,0,0,3.3,3.5,2.1,1.66,2.2
"204","01/01/2020","15:00","Watford","Wolves",2,1,"H",1,0,"H","A Madley",9,16,3,4,12,6,4,7,3,1,1,0,3,3.4,2.3,2,1.8
"205","01/01/2020","17:30","Man City","Everton",2,1,"H",0,0,"D","A Marriner",16,7,7,2,11,11,3,6,0,4,0,0,1.25,6.5,10,1.36,3.2
"206","01/01/2020","17:30","Norwich","Crystal Palace",1,1,"D",1,0,"H","J Moss",15,12,4,3,12,9,2,5,5,0,0,0,2.5,3.4,2.75,1.9,1.9
"207","01/01/2020","17:30","West Ham","Bournemouth",4,0,"H",3,0,"H","G Scott",14,3,7,2,3,12,9,2,1,2,0,0,1.9,3.75,3.8,1.66,2.2
"208","01/01/2020","20:00","Arsenal","Man United",2,0,"H",2,0,"H","C Kavanagh",10,10,4,4,11,15,1,4,2,0,0,0,2.55,3.6,2.62,1.66,2.2
"209","02/01/2020","20:00","Liverpool","Sheffield United",2,0,"H",1,0,"H","P Tierney",19,3,7,2,5,8,8,4,0,0,0,0,1.2,6.5,13,1.53,2.5
"210","10/01/2020","20:00","Sheffield United","West Ham",1,0,"H",0,0,"D","M Oliver",13,7,3,2,11,6,7,3,1,0,0,0,1.95,3.4,4,2,1.8
"211","11/01/2020","12:30","Crystal Palace","Arsenal",1,1,"D",0,1,"A","P Tierney",6,7,3,4,14,22,1,4,2,3,0,1,4.1,3.9,1.8,1.8,2
"212","11/01/2020","15:00","Chelsea","Burnley",3,0,"H",2,0,"H","K Friend",18,7,8,2,7,4,10,3,0,3,0,0,1.28,5.5,11,1.66,2.2
"213","11/01/2020","15:00","Everton","Brighton",1,0,"H",1,0,"H","D Coote",14,9,6,2,7,7,4,3,2,1,0,0,1.85,3.8,4,1.8,2
"214","11/01/2020","15:00","Leicester","Southampton",1,2,"A",1,1,"D","L Mason",5,16,5,10,9,17,2,4,0,3,0,0,1.6,4,5.5,1.66,2.2
"215","11/01/2020","15:00","Man United","Norwich",4,0,"H",1,0,"H","A Taylor",13,8,6,3,18,7,4,2,0,0,0,0,1.33,5.25,8.5,1.57,2.37
"216","11/01/2020","15:00","Wolves","Newcastle",1,1,"D",1,1,"D","P Bankes",9,5,4,1,13,12,5,2,0,3,0,0,1.44,4.5,7.5,2,1.8
"217","11/01/2020","17:30","Tottenham","Liverpool",0,1,"A",0,1,"A","M Atkinson",14,13,4,7,4,8,4,3,0,2,0,0,4.5,4.33,1.66,1.61,2.3
"218","12/01/2020","14:00","Bournemouth","Watford",0,3,"A",0,1,"A","M Dean",10,18,1,6,3,13,5,5,1,1,0,0,2.6,3.3,2.7,1.9,1.9
"219","12/01/2020","16:30","Aston Villa","Man City",1,6,"A",0,4,"A","J Moss",7,22,1,12,5,12,2,4,2,1,0,0,13,8.5,1.16,1.28,3.75
"220","18/01/2020","12:30","Watford","Tottenham",0,0,"D",0,0,"D","M Oliver",15,17,2,5,13,13,3,3,2,3,0,0,3.25,3.5,2.2,1.8,2
"221","18/01/2020","15:00","Arsenal","Sheffield United",1,1,"D",1,0,"H","M Dean",11,12,4,4,9,13,4,5,1,2,0,0,1.83,3.6,4.33,2,1.8
"222","18/01/2020","15:00","Brighton","Aston Villa",1,1,"D",1,0,"H","A Madley",10,8,2,3,11,13,3,4,3,3,0,0,1.66,4,5,1.66,2.2
"223","18/01/2020","15:00","Man City","Crystal Palace",2,2,"D",0,1,"A","S Scott",25,5,6,3,9,7,14,2,1,2,0,0,1.1,11,19,1.3,3.5
"224","18/01/2020","15:00","Norwich","Bournemouth",1,0,"H",1,0,"H","P Tierney",16,6,5,3,10,10,4,5,2,2,1,1,2.2,3.5,3.25,1.8,2
"225","18/01/2020","15:00","Southampton","Wolves",2,3,"A",2,0,"H","D England",11,8,5,4,13,12,1,3,2,1,0,0,2.4,3.4,3,2,1.8
"226","18/01/2020","15:00","West Ham","Everton",1,1,"D",1,1,"D","A Marriner",12,11,6,3,11,13,7,6,1,0,0,0,2.9,3.5,2.37,1.8,2
"227","18/01/2020","17:30","Newcastle","Chelsea",1,0,"H",0,0,"D","C Kavanagh",7,19,2,4,9,14,1,10,1,1,0,0,6,4.5,1.5,1.72,2.1
"228","19/01/2020","14:00","Burnley","Leicester",2,1,"H",0,1,"A","A Taylor",8,18,5,8,14,8,4,5,1,0,0,0,4.33,3.75,1.83,1.9,1.9
"229","19/01/2020","16:30","Liverpool","Man United",2,0,"H",1,0,"H","C Pawson",16,9,5,4,7,10,11,5,1,3,0,0,1.36,5.25,8,1.66,2.2
"230","21/01/2020","19:30","Aston Villa","Watford",2,1,"H",0,1,"A","M Atkinson",16,8,5,2,11,18,6,3,2,2,0,0,2.8,3.5,2.45,1.9,1.9
"231","21/01/2020","19:30","Bournemouth","Brighton",3,1,"H",2,0,"H","K Friend",11,21,3,8,9,12,5,8,1,1,0,0,2.87,3.4,2.45,2,1.8
"232","21/01/2020","19:30","Crystal Palace","Southampton",0,2,"A",0,1,"A","A Marriner",6,15,0,6,12,13,0,8,1,2,0,0,2.7,3.25,2.7,2.2,1.66
"233","21/01/2020","19:30","Everton","Newcastle",2,2,"D",1,0,"H","S Hooper",17,8,8,2,13,10,6,4,1,1,0,0,1.55,4.1,6,1.9,1.9
"234","21/01/2020","19:30","Sheffield United","Man City",0,1,"A",0,0,"D","L Mason",4,18,1,5,13,13,5,13,4,3,0,0,7,5,1.4,1.61,2.3
"235","21/01/2020","20:15","Chelsea","Arsenal",2,2,"D",1,0,"H","S Attwell",19,2,8,2,11,6,17,5,2,1,0,1,1.72,3.9,4.5,1.72,2.1
"236","22/01/2020","19:30","Leicester","West Ham",4,1,"H",2,0,"H","D Coote",19,6,8,2,10,19,7,8,1,1,0,0,1.53,4.33,6,1.57,2.37
"237","22/01/2020","19:30","Tottenham","Norwich",2,1,"H",1,0,"H","C Kavanagh",14,12,3,2,12,7,7,3,0,1,0,0,1.4,5,7.5,1.53,2.5
"238","22/01/2020","20:15","Man United","Burnley",0,2,"A",0,1,"A","J Moss",24,5,7,2,11,7,5,2,0,2,0,0,1.36,4.75,9,1.8,2
"239","23/01/2020","20:00","Wolves","Liverpool",1,2,"A",0,1,"A","M Oliver",10,13,3,6,6,11,2,4,0,1,0,0,5.75,3.8,1.61,1.8,2
"240","29/01/2020","19:45","West Ham","Liverpool",0,2,"A",0,1,"A","J Moss",7,13,4,5,6,6,3,7,2,0,0,0,8.5,5.5,1.33,1.57,2.37
"241","01/02/2020","12:30","Leicester","Chelsea",2,2,"D",0,0,"D","L Mason",14,7,4,3,16,14,4,6,2,2,0,0,2.5,3.6,2.7,1.72,2.1
"242","01/02/2020","15:00","Bournemouth","Aston Villa",2,1,"H",2,0,"H","A Taylor",16,18,6,5,10,15,1,8,1,3,1,0,2.1,3.6,3.3,1.8,2
"243","01/02/2020","15:00","Crystal Palace","Sheffield United",0,1,"A",0,0,"D","A Madley",13,10,3,3,9,15,9,5,3,2,0,0,3.1,3.1,2.5,2.62,1.5
"244","01/02/2020","15:00","Liverpool","Southampton",4,0,"H",0,0,"D","K Friend",16,17,9,4,9,15,6,11,0,2,0,0,1.25,6,12,1.53,2.5
"245","01/02/2020","15:00","Newcastle","Norwich",0,0,"D",0,0,"D","M Atkinson",15,19,5,4,10,15,8,12,2,1,0,0,2.2,3.4,3.3,2,1.8
"246","01/02/2020","15:00","Watford","Everton",2,3,"A",2,2,"D","C Pawson",11,12,2,5,17,14,4,4,2,2,0,1,2.75,3.3,2.62,2,1.8
"247","01/02/2020","15:00","West Ham","Brighton",3,3,"D",2,0,"H","M Oliver",12,19,6,6,8,9,4,6,1,1,0,0,2.6,3.3,2.75,1.9,1.9
"248","01/02/2020","17:30","Man United","Wolves",0,0,"D",0,0,"D","P Tierney",15,14,5,3,14,15,4,6,3,2,0,0,2.25,3.25,3.4,2.2,1.66
"249","02/02/2020","14:00","Burnley","Arsenal",0,0,"D",0,0,"D","C Kavanagh",15,13,2,2,8,11,5,7,1,3,0,0,3.6,3.6,2,1.9,1.9
"250","02/02/2020","16:30","Tottenham","Man City",2,0,"H",0,0,"D","M Dean",3,18,3,5,8,14,2,6,2,3,0,1,5.5,4.6,1.53,1.5,2.62
"251","08/02/2020","12:30","Everton","Crystal Palace",3,1,"H",1,0,"H","D Coote",14,10,8,2,11,12,4,6,0,1,0,0,1.61,3.8,6,2.1,1.72
"252","08/02/2020","17:30","Brighton","Watford",1,1,"D",0,1,"A","K Friend",10,5,2,2,9,12,3,2,2,2,0,0,2.1,3.4,3.6,2,1.8
"253","09/02/2020","14:00","Sheffield United","Bournemouth",2,1,"H",1,1,"D","J Moss",16,10,6,2,10,8,8,4,2,2,0,0,1.66,3.6,5.75,2.3,1.61
"254","14/02/2020","20:00","Wolves","Leicester",0,0,"D",0,0,"D","M Dean",15,9,3,3,13,10,7,0,2,2,0,1,2.5,3.3,2.87,2,1.8
"255","15/02/2020","12:30","Southampton","Burnley",1,2,"A",1,1,"D","S Hooper",10,9,2,6,8,11,4,3,2,2,0,0,1.75,3.8,4.75,1.9,1.9
"256","15/02/2020","17:30","Norwich","Liverpool",0,1,"A",0,0,"D","S Attwell",5,17,1,6,5,11,2,7,1,2,0,0,11,6.25,1.25,1.53,2.5
"257","16/02/2020","14:00","Aston Villa","Tottenham",2,3,"A",1,2,"A","M Atkinson",18,23,4,10,12,10,12,7,2,0,0,0,4,3.8,1.85,1.72,2.1
"258","16/02/2020","16:30","Arsenal","Newcastle",4,0,"H",0,0,"D","L Mason",15,10,7,2,15,9,5,6,2,0,0,0,1.4,4.75,8,1.72,2.1
"259","17/02/2020","20:00","Chelsea","Man United",0,2,"A",0,1,"A","A Taylor",17,9,1,3,11,11,9,8,4,3,0,0,1.85,3.5,4.5,1.9,1.9
"260","19/02/2020","19:30","Man City","West Ham",2,0,"H",1,0,"H","K Friend",20,3,7,0,5,7,6,1,0,1,0,0,1.12,9.5,17,1.22,4.33
"261","22/02/2020","12:30","Chelsea","Tottenham",2,1,"H",1,0,"H","M Oliver",17,5,7,3,14,14,3,5,1,2,0,0,1.72,4,4.5,1.8,2
"262","22/02/2020","15:00","Burnley","Bournemouth",3,0,"H",0,0,"D","M Dean",16,12,10,4,9,9,7,3,4,3,0,0,2.1,3.3,3.7,2.2,1.66
"263","22/02/2020","15:00","Crystal Palace","Newcastle",1,0,"H",1,0,"H","P Bankes",18,8,9,2,15,11,7,5,2,6,0,1,1.95,3.4,4.2,2.5,1.53
"264","22/02/2020","15:00","Sheffield United","Brighton",1,1,"D",1,1,"D","G Scott",14,8,3,2,3,6,12,2,0,2,0,0,1.95,3.4,4.2,2.2,1.66
"265","22/02/2020","15:00","Southampton","Aston Villa",2,0,"H",1,0,"H","C Pawson",28,4,9,1,13,17,9,6,1,4,0,0,1.61,4.33,5,1.57,2.37
"266","22/02/2020","17:30","Leicester","Man City",0,1,"A",0,0,"D","P Tierney",10,18,3,7,14,10,3,7,0,0,0,0,4.5,4.2,1.7,1.53,2.5
"267","23/02/2020","14:00","Man United","Watford",3,0,"H",1,0,"H","M Atkinson",21,7,9,2,6,15,3,5,0,1,0,0,1.6,3.9,6,1.9,1.9
"268","23/02/2020","14:00","Wolves","Norwich",3,0,"H",2,0,"H","C Kavanagh",19,6,6,4,11,6,4,1,2,3,0,0,1.5,4.2,7,1.9,1.9
"269","23/02/2020","16:30","Arsenal","Everton",3,2,"H",2,2,"D","S Attwell",9,17,4,5,12,12,6,3,0,4,0,0,2,3.6,3.7,1.72,2.1
"270","24/02/2020","20:00","Liverpool","West Ham",3,2,"H",1,1,"D","J Moss",25,7,7,4,4,10,16,8,0,3,0,0,1.16,8,15,1.36,3.2
"271","28/02/2020","20:00","Norwich","Leicester",1,0,"H",0,0,"D","C Pawson",11,19,6,4,13,16,6,7,1,2,0,0,4.33,4.1,1.72,1.72,2.1
"272","29/02/2020","12:30","Brighton","Crystal Palace",0,1,"A",0,0,"D","M Atkinson",24,12,8,3,8,9,8,7,1,1,0,0,2.05,3.25,3.9,2.3,1.61
"273","29/02/2020","15:00","Bournemouth","Chelsea",2,2,"D",0,1,"A","A Marriner",9,23,5,6,8,5,4,14,2,2,0,0,4.75,3.8,1.72,1.8,2
"274","29/02/2020","15:00","Newcastle","Burnley",0,0,"D",0,0,"D","A Madley",21,8,4,1,11,9,11,7,4,3,0,0,2.62,3.1,2.9,2.3,1.61
"275","29/02/2020","15:00","West Ham","Southampton",3,1,"H",2,1,"H","A Taylor",14,10,7,2,8,11,4,9,1,1,0,0,2.65,3.6,2.5,1.72,2.1
"276","29/02/2020","17:30","Watford","Liverpool",3,0,"H",0,0,"D","M Oliver",14,7,5,1,4,8,3,5,0,0,0,0,8,4.75,1.4,1.66,2.2
"277","01/03/2020","14:00","Everton","Man United",1,1,"D",1,1,"D","C Kavanagh",16,14,5,5,11,11,13,8,3,4,0,0,2.5,3.25,2.9,1.9,1.9
"278","01/03/2020","14:00","Tottenham","Wolves",2,3,"A",2,1,"H","S Attwell",13,14,5,4,12,14,4,5,3,2,0,0,2.45,3.2,3,2.2,1.66
"279","07/03/2020","12:30","Liverpool","Bournemouth",2,1,"H",2,1,"H","P Tierney",14,6,6,4,10,12,9,4,0,1,0,0,1.22,6.5,13,1.44,2.75
"280","07/03/2020","15:00","Arsenal","West Ham",1,0,"H",0,0,"D","M Atkinson",9,14,2,6,11,9,6,7,1,2,0,0,1.57,4.4,5.5,1.57,2.37
"281","07/03/2020","15:00","Crystal Palace","Watford",1,0,"H",1,0,"H","A Taylor",10,10,3,4,12,19,8,8,4,4,0,0,2.55,3.2,2.9,2.3,1.61
"282","07/03/2020","15:00","Sheffield United","Norwich",1,0,"H",1,0,"H","S Hooper",10,12,4,5,12,8,10,5,0,0,0,0,1.65,3.75,5.75,2.1,1.72
"283","07/03/2020","15:00","Southampton","Newcastle",0,1,"A",0,0,"D","G Scott",6,14,3,7,14,15,5,8,0,3,1,0,1.61,4.1,5.25,1.8,2
"284","07/03/2020","15:00","Wolves","Brighton",0,0,"D",0,0,"D","A Marriner",11,7,1,1,4,7,2,0,1,3,0,0,1.61,3.9,5.75,2,1.8
"285","07/03/2020","17:30","Burnley","Tottenham",1,1,"D",1,0,"H","J Moss",21,13,8,2,16,11,3,5,5,4,0,0,2.7,3.3,2.62,2.1,1.72
"286","08/03/2020","14:00","Chelsea","Everton",4,0,"H",2,0,"H","K Friend",17,3,11,1,8,10,6,1,1,2,0,0,1.8,3.9,4.2,1.72,2.1
"287","08/03/2020","16:30","Man United","Man City",2,0,"H",1,0,"H","M Dean",12,7,6,2,11,9,2,11,2,4,0,0,5,4.33,1.6,1.66,2.2
"288","09/03/2020","20:00","Leicester","Aston Villa",4,0,"H",1,0,"H","M Oliver",15,4,7,1,15,12,9,0,2,1,0,0,1.36,5.25,8,1.53,2.5
"289","17/06/2020","18:00","Aston Villa","Sheffield United",0,0,"D",0,0,"D","M Oliver",14,5,6,1,11,14,12,4,1,1,0,0,3.2,3.4,2.25,2.1,1.72
"290","17/06/2020","20:15","Man City","Arsenal",3,0,"H",1,0,"H","A Taylor",20,3,12,0,9,7,5,2,1,1,0,1,1.36,5.25,7.5,1.36,3.2
"291","19/06/2020","18:00","Norwich","Southampton",0,3,"A",0,0,"D","K Friend",9,22,1,9,9,15,9,7,1,1,0,0,2.8,3.5,2.45,1.9,1.9
"292","19/06/2020","20:15","Tottenham","Man United",1,1,"D",1,0,"H","J Moss",10,12,3,6,17,18,7,6,0,1,0,0,3,3.4,2.37,1.9,1.9
"293","20/06/2020","12:30","Watford","Leicester",1,1,"D",0,0,"D","C Pawson",8,15,4,2,15,12,2,7,0,1,0,0,3.6,3.5,2.05,1.9,1.9
"294","20/06/2020","15:00","Brighton","Arsenal",2,1,"H",0,0,"D","M Atkinson",9,13,5,6,13,8,10,7,2,1,0,0,3.1,3.25,2.37,1.9,1.9
"295","20/06/2020","17:30","West Ham","Wolves",0,2,"A",0,0,"D","A Taylor",7,10,2,6,8,7,5,7,1,1,0,0,3.6,3.4,2.1,2,1.8
"296","20/06/2020","19:45","Bournemouth","Crystal Palace",0,2,"A",0,2,"A","S Attwell",12,7,1,2,13,15,11,4,3,2,0,0,2.45,3.2,3,2.1,1.72
"297","21/06/2020","14:00","Newcastle","Sheffield United",3,0,"H",0,0,"D","D Coote",12,7,8,1,9,10,2,4,2,0,0,1,3.3,3.1,2.37,2.5,1.53
"298","21/06/2020","16:15","Aston Villa","Chelsea",1,2,"A",1,0,"H","P Tierney",8,19,4,5,9,17,2,10,2,1,0,0,6,4.5,1.5,1.57,2.37
"299","21/06/2020","19:00","Everton","Liverpool",0,0,"D",0,0,"D","M Dean",9,10,3,3,15,12,1,6,2,2,0,0,6,4.2,1.55,1.66,2.2
"300","22/06/2020","20:00","Man City","Burnley",5,0,"H",3,0,"H","A Marriner",19,1,7,0,8,7,3,1,1,1,0,0,1.12,9,15,1.33,3.4
"301","23/06/2020","18:00","Leicester","Brighton",0,0,"D",0,0,"D","L Mason",11,10,2,2,10,13,6,7,2,2,0,0,1.6,4,5.75,1.9,1.9
"302","23/06/2020","20:15","Tottenham","West Ham",2,0,"H",0,0,"D","C Pawson",15,10,4,2,12,7,9,4,2,2,0,0,1.66,4,5,1.8,2
"303","24/06/2020","18:00","Man United","Sheffield United",3,0,"H",2,0,"H","A Taylor",15,4,6,1,10,6,10,5,1,0,0,0,1.4,4.5,8.5,2,1.8
"304","24/06/2020","18:00","Newcastle","Aston Villa",1,1,"D",0,0,"D","C Kavanagh",13,14,3,2,15,13,6,9,2,2,0,0,2.3,3.3,3.2,2.1,1.72
"305","24/06/2020","18:00","Norwich","Everton",0,1,"A",0,0,"D","A Madley",9,12,1,5,8,13,6,5,0,1,0,0,3.9,3.6,1.9,1.8,2
"306","24/06/2020","18:00","Wolves","Bournemouth",1,0,"H",0,0,"D","M Oliver",10,4,2,0,11,11,6,4,3,3,0,0,1.55,4,6,2.1,1.72
"307","24/06/2020","20:15","Liverpool","Crystal Palace",4,0,"H",2,0,"H","M Atkinson",21,3,7,0,7,5,6,0,0,0,0,0,1.22,6.5,13,1.66,2.2
"308","25/06/2020","18:00","Burnley","Watford",1,0,"H",0,0,"D","M Dean",9,10,5,4,13,15,1,7,1,0,0,0,3,3.25,2.45,2.2,1.66
"309","25/06/2020","18:00","Southampton","Arsenal",0,2,"A",0,1,"A","G Scott",12,10,3,5,10,14,4,6,0,2,1,0,2.6,3.5,2.62,1.8,2
"310","25/06/2020","20:15","Chelsea","Man City",2,1,"H",1,0,"H","S Attwell",15,11,10,2,13,3,5,7,1,1,0,1,4,4,1.8,1.61,2.3
"311","27/06/2020","12:30","Aston Villa","Wolves",0,1,"A",0,0,"D","C Pawson",11,9,1,2,16,16,2,2,1,1,0,0,4.6,3.7,1.75,2.1,1.72
"312","28/06/2020","16:30","Watford","Southampton",1,3,"A",0,1,"A","M Oliver",8,11,0,7,18,9,5,3,3,0,0,0,2.5,3.3,2.87,2,1.8
"313","29/06/2020","20:00","Crystal Palace","Burnley",0,1,"A",0,0,"D","S Hooper",17,8,4,4,12,13,9,1,1,1,0,0,2.25,3.2,3.4,2.5,1.53
"314","30/06/2020","20:15","Brighton","Man United",0,3,"A",0,2,"A","A Marriner",8,12,2,6,10,9,4,5,0,1,0,0,6,3.8,1.61,2.1,1.72
"315","01/07/2020","18:00","Arsenal","Norwich",4,0,"H",2,0,"H","P Bankes",13,8,8,2,10,10,6,2,1,4,0,0,1.44,4.75,7,1.72,2.1
